Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
0,0,"Restoring Atlantis",007,222,Steel,Enchanted,"$43.27","$43.27"
0,0,"Olaf - Happy Passenger",005,209,Amethyst,Enchanted,"$42.85","$42.85"
0,0,"Basil - Disguised Detective",006,212,Emerald,Enchanted,"$42.63","$42.63"
0,0,"Arthur - Wizard's Apprentice",002,207,Amethyst,Enchanted,"$42.45","$42.45"
0,0,"Gramma Tala - Spirit of the Ocean",003,217,Sapphire,Enchanted,"$42.35","$42.35"
0,0,"Ratigan - Nefarious Criminal",007,216,Ruby,Enchanted,"$42.30","$42.30"
0,0,"Vanellope von Schweetz - Sugar Rush Princess",005,206,Amber,Enchanted,"$41.50","$41.50"
0,0,"Captain Hook - Master Swordsman",003,214,Ruby,Enchanted,"$40.91","$40.91"
0,0,"Anna - True-Hearted",004,217,Sapphire,Enchanted,"$39.82","$39.82"
0,0,"RLS Legacy - Solar Galleon",003,216,Ruby,Enchanted,"$39.45","$39.45"
0,0,"Rapunzel - Gifted Artist",P1,31,Amber,Promo,"$38.66","$38.66"
0,0,"Namaari - Morning Mist",002,216,Steel,Enchanted,"$38.58","$38.58"
0,0,"Mickey Mouse - Brave Little Tailor",D23,001,Ruby,Promo,"$37.94","$37.94"
0,0,"Jasmine - Desert Warrior",004,212,Emerald,Enchanted,"$37.92","$37.92"
0,0,"Devil's Eye Diamond",007,218,Ruby,Enchanted,"$37.78","$37.78"
0,0,"Rafiki - Ethereal Guide",006,208,Amethyst,Enchanted,"$37.75","$37.75"
0,0,"Pete - Bad Guy",002,209,Emerald,Enchanted,"$37.34","$37.34"
0,0,"Cinderella - Melody Weaver",004,205,Amber,Enchanted,"$36.70","$36.70"
0,0,"Archimedes - Electrified Owl",005,208,Amethyst,Enchanted,"$35.94","$35.94"
0,0,"Wreck-It Ralph - Ham Hands",006,220,Steel,Enchanted,"$35.79","$35.79"
0,0,"Captain Amelia - Commander of the Legacy",006,221,Steel,Enchanted,"$35.47","$35.47"
0,0,"The Sorcerer's Hat",003,210,Amethyst,Enchanted,"$35.01","$35.01"
0,0,"Sugar Rush Speedway - Finish Line",006,207,Amber,Enchanted,"$34.99","$34.99"
0,0,"Ursula - Sea Witch Queen",004,208,Amethyst,Enchanted,"$34.98","$34.98"
0,0,"The Islands I Pulled From The Sea",006,216,Ruby,Enchanted,"$34.29","$34.29"
0,0,"Gadget Hackwrench - Brilliant Bosun",006,217,Sapphire,Enchanted,"$34.04","$34.04"
0,0,"Piglet - Sturdy Swordsman",004,221,Steel,Enchanted,"$33.78","$33.78"
0,0,"Pride Lands - Pride Rock",003,207,Amber,Enchanted,"$33.77","$33.77"
0,0,"Rapunzel - Gifted with Healing",001,18,Amber,Legendary,"$32.84","$77.28"
0,0,"King Candy - Sweet Abomination",005,218,Sapphire,Enchanted,"$31.42","$31.42"
0,0,"Kuzco - Temperamental Emperor",C1,008,Emerald,Promo,"$31.16",
0,0,"The Queen - Diviner",004,218,Sapphire,Enchanted,"$30.92","$30.92"
0,0,"Minnie Mouse - Musketeer Champion",004,206,Amber,Enchanted,"$30.46","$30.46"
0,0,"Treasure Mountain - Azurite Sea Island",006,222,Steel,Enchanted,"$29.79","$29.79"
0,0,"Dragon Fire",C1,001,Ruby,Promo,"$29.76","$29.76"
0,0,"Revive",005,207,Amber,Enchanted,"$28.30","$28.30"
0,0,"Scar - Heartless Hunter",P2,014,Ruby,Promo,"$26.88","$26.88"
0,0,"Second Star To The Right",004,210,Amethyst,Enchanted,"$26.56","$26.56"
0,0,"Look At This Family",004,207,Amber,Enchanted,"$25.83","$25.83"
0,0,"Kuzco's Palace - Home of the Emperor",003,213,Emerald,Enchanted,"$25.08","$25.08"
0,0,"Belle's House - Maurice's Workshop",003,219,Sapphire,Enchanted,"$24.87","$24.87"
0,0,"Four Dozen Eggs",P1,33,Sapphire,Promo,"$23.81","$23.81"
0,0,"Mirabel Madrigal - Family Gatherer",P2,007,Amber,Promo,"$23.79","$23.79"
0,0,"Cinderella - Stouthearted",D23,002,Steel,Promo,"$23.64","$23.64"
0,0,"Hiro Hamada - Armor Designer",P2,024B,Emerald Sapphire,Promo,"$22.47","$22.47"
0,0,"Aladdin - Intrepid Commander",P2,009,Ruby,Promo,"$20.74","$20.74"
0,1,"Bad-Anon - Villain Support Center",005,222,Steel,Enchanted,"$19.69","$19.69"
0,0,"Pinocchio - Talkative Puppet",P1,32,Amethyst,Promo,"$18.98","$18.98"
0,0,"Ratigan's Party - Seedy Back Room",005,216,Ruby,Enchanted,"$18.00","$18.00"
0,0,"Bruno Madrigal - Undetected Uncle",D23,004,Amethyst,Promo,"$17.47","$17.47"
0,0,"Snuggly Duckling - Disreputable Pub",004,216,Ruby,Enchanted,"$16.76","$16.76"
0,0,"Namaari - Single-Minded Rival",008,198,Steel,Legendary,"$16.43","$27.32"
0,0,"Ariel's Grotto - A Secret Place",004,219,Sapphire,Enchanted,"$15.97","$15.97"
0,0,"Scrooge McDuck - Resourceful Miser",007,154,Sapphire,Legendary,"$15.32","$29.35"
0,0,"The Wall - Border Fortress",004,222,Steel,Enchanted,"$15.31","$15.31"
0,0,"Diablo - Devoted Herald",004,070,Emerald,Legendary,"$15.11","$21.18"
0,0,"Clarabelle - Light on Her Hooves",005,084,Emerald,Legendary,"$15.11","$19.37"
0,0,"Vanellope von Schweetz - Sugar Rush Princess",D23,005,Amber,Promo,"$14.74","$14.74"
0,0,"Hades - Infernal Schemer",001,147,Sapphire,Legendary,"$14.63","$37.86"
0,0,"Scrooge McDuck - Uncle Moneybags",P1,039,Sapphire,Promo,"$13.26","$13.26"
0,0,"Beast - Tragic Hero",002,173,Steel,Legendary,"$13.14","$40.90"
0,0,"Stitch - Abomination",P1,21,Ruby,Promo,"$12.99","$12.99"
0,0,"Genie - Wish Fulfilled",006,053,Amethyst,Rare,"$12.47","$19.49"
0,0,"Prince John - Gold Lover",P2,001,Sapphire,Promo,"$12.15","$12.15"
0,0,"Mickey Mouse - Pirate Captain",P2,018,Ruby,Promo,"$11.00","$11.00"
0,0,"Elsa - Gloves Off",P1,19,Amethyst,Promo,"$9.12","$9.12"
0,0,"Goofy - Groundbreaking Chef",008,004,Amber,Legendary,"$8.89","$11.68"
0,0,"Daisy Duck - Donald's Date",005,016,Amber,Super Rare,"$8.85","$16.13"
0,0,"Lady - Family Dog",008,011,Amber,Rare,"$8.78","$14.93"
0,0,"Bagheera - Guardian Jaguar",007,198,Steel,Legendary,"$8.24","$12.04"
0,0,"Lilo - Causing an Uproar",008,137,Ruby,Legendary,"$8.17","$14.92"
0,0,"Robin Hood - Champion of Sherwood",003,190,Steel,Legendary,"$8.09","$15.12"
0,0,"Strength of a Raging Fire",002,201,Steel,Rare,"$7.67","$12.46"
0,0,"Sisu - Empowered Sibling",004,125,Ruby,Legendary,"$7.65","$14.16"
0,0,"Mickey Mouse - Giant Mouse",008,199,Steel,Legendary,"$7.54","$15.34"
0,0,"Kristoff - Reindeer Keeper",P2,002,Amber,Promo,"$7.25","$7.25"
0,0,"Mickey Mouse - Inspirational Warrior",007,200,Steel,Legendary,"$7.02","$10.08"
1,0,"Prince Naveen - Ukulele Player",005,003,Amber,Legendary,"$6.66","$8.58"
0,0,"Maleficent - Monstrous Dragon",001,113,Ruby,Legendary,"$6.42","$43.97"
0,0,"Rhino - Power Hamster",008,030,Amber Steel,Super Rare,"$6.31","$21.82"
0,0,"Baymax - Armored Companion",006,157,Sapphire,Legendary,"$6.24","$9.12"
1,0,"Calhoun - Marine Sergeant",006,191,Steel,Rare,"$6.21","$13.37"
0,0,"Oswald - The Lucky Rabbit",006,142,Sapphire,Legendary,"$5.93","$9.56"
0,0,"Elsa - Spirit of Winter",001,42,Amethyst,Legendary,"$5.87","$39.27"
2,2,"Elsa - The Fifth Spirit",005,048,Amethyst,Super Rare,"$5.34","$6.77"
0,0,"Doc - Bold Knight",005,193,Steel,Rare,"$5.34","$13.96"
0,0,"Yen Sid - Powerful Sorcerer",004,223,Amethyst,Legendary,"$5.26","$5.26"
0,0,"Yen Sid - Powerful Sorcerer",004,059,Amethyst,Legendary,"$5.18","$5.82"
0,1,"Simba - Pride Protector",006,020,Amber,Legendary,"$5.11","$10.23"
0,0,"The Return of Hercules",007,118,Emerald,Legendary,"$5.10","$9.17"
0,2,"Iago - Giant Spectral Parrot",007,049,Amethyst,Rare,"$5.05","$6.14"
0,0,"Belle - Strange but Special",001,142,Sapphire,Legendary,"$5.03","$16.73"
0,0,"Genie - Powers Unleashed",P1,20,Emerald,Promo,"$4.93","$4.93"
0,0,"Mickey Mouse - Friendly Face",P1,18,Amber,Promo,"$4.72","$4.72"
0,0,"Piglet - Pooh Pirate Captain",003,223,Amber,Super Rare,"$4.66","$4.66"
0,0,"Mufasa - Ruler of Pride Rock",005,150,Sapphire,Legendary,"$4.49","$6.88"
0,0,"Ursula - Deceiver of All",003,091,Emerald,Legendary,"$4.48","$9.23"
0,0,"The Queen - Jealous Beauty",007,074,Amethyst,Legendary,"$4.19","$9.18"
1,0,"Tinker Bell - Insistent Fairy",008,136,Ruby,Legendary,"$4.16","$7.86"
0,0,"A Whole New World",001,195,Steel,Super Rare,"$4.12","$11.91"
1,0,"Robin Hood - Sharpshooter",005,118,Ruby,Legendary,"$3.95","$7.89"
0,0,"Cinderella - Ballroom Sensation",002,3,Amber,Rare,"$3.89","$6.90"
0,0,"Stitch - Carefree Surfer",001,21,Amber,Legendary,"$3.78","$14.26"
0,0,"Aurora - Waking Beauty",007,014,Amber,Legendary,"$3.72","$11.04"
0,0,"Be Prepared",001,128,Ruby,Rare,"$3.53","$15.43"
0,0,"Pinocchio - Strings Attached",008,061,Amethyst,Legendary,"$3.43","$5.44"
0,0,"Stitch - Alien Buccaneer",P2,008,Emerald,Promo,"$3.43","$3.43"
0,0,"Maui - Demigod",P1,23,Steel,Promo,"$3.35","$3.35"
0,0,"Mufasa - Betrayed Leader",002,14,Amber,Legendary,"$3.31","$13.67"
0,0,"Lilo - Escape Artist",P2,025,Amber,Promo,"$3.29","$3.29"
0,0,"Tinker Bell - Giant Fairy",001,193,Steel,Super Rare,"$3.17","$6.86"
0,0,"Bambi - Little Prince",008,063,Amethyst,Legendary,"$3.16","$6.98"
0,0,"Stitch - Experiment 626",008,166,Sapphire,Legendary,"$3.15","$8.34"
0,0,"Rapunzel - High Climber",008,101,Emerald,Legendary,"$3.03","$6.93"
0,0,"Belle - Hidden Archer",002,72,Emerald,Legendary,"$3.00","$12.23"
0,0,"Mickey Mouse - Playful Sorcerer",004,225,Steel,Rare,"$2.93","$2.93"
0,0,"How Far I'll Go",P1,028,Sapphire,Promo,"$2.90","$2.90"
1,0,"Tiana - Restaurant Owner",006,016,Amber,Legendary,"$2.86","$6.71"
0,0,"Mickey Mouse - Detective",P1,8,Sapphire,Promo,"$2.84","$2.84"
0,0,"Ariel - Spectacular Singer",001,2,Amber,Super Rare,"$2.83","$9.35"
0,0,"Vaiana - Adventurer of Land and Sea",P2,026,Sapphire,Promo,"$2.81","$2.81"
0,0,"Mushu - Majestic Dragon",007,137,Ruby Steel,Rare,"$2.77","$7.61"
0,0,"Ratigan - Greedy Genius",008,167,Sapphire,Legendary,"$2.75","$7.29"
0,0,"Heihei - Boat Snack",P1,9,Amber,Promo,"$2.72","$2.72"
0,0,"Mulan - Elite Archer",004,114,Ruby,Legendary,"$2.63","$4.44"
0,0,"Stitch - Rock Star",P1,2,Amber,Promo,"$2.54","$2.54"
0,0,"Mulan - Elite Archer",004,224,Ruby,Legendary,"$2.53","$2.53"
0,0,"Flotsam & Jetsam - Entangling Eels",P1,040,Amethyst,Promo,"$2.53","$2.53"
0,0,"And Then Along Came Zeus",003,195,Steel,Rare,"$2.51","$3.50"
0,0,"Peter Pan - Shadow Finder",004,054,Amethyst,Super Rare,"$2.50","$9.15"
0,0,"Minnie Mouse - Storyteller",007,031,Amber,Legendary,"$2.49","$4.02"
0,0,"Maui - Hero to All",001,114,Ruby,Rare,"$2.47","$9.47"
0,1,"Tramp - Enterprising Dog",007,110,Emerald,Rare,"$2.47","$5.29"
0,0,"Jafar - Striking Illusionist",003,042,Amethyst,Legendary,"$2.44","$5.70"
0,0,"Belle - Accomplished Mystic",004,036,Amethyst,Super Rare,"$2.42","$9.19"
0,0,"Donald Duck - Flustered Sorcerer",007,073,Amethyst,Legendary,"$2.41","$7.06"
0,0,"John Silver - Stern Captain",006,194,Steel,Legendary,"$2.25","$4.46"
0,0,"Wrong Lever!",008,116,Emerald,Rare,"$2.22","$5.93"
3,0,"Diablo - Obedient Raven",006,049,Amethyst,Uncommon,"$2.18","$8.30"
0,0,"Prince John - Greediest of All",002,89,Emerald,Rare,"$2.13","$5.08"
0,0,"Maleficent - Uninvited",P1,22,Sapphire,Promo,"$2.13","$2.13"
0,0,"Ursula - Sea Witch Queen",004,058,Amethyst,Legendary,"$2.07","$3.47"
0,0,"Yzma - Conniving Chemist",006,056,Amethyst,Legendary,"$2.07","$4.47"
0,0,"Lucky Dime",003,165,Sapphire,Legendary,"$2.02","$5.49"
1,1,"Go Go Tomago - Darting Dynamo",006,073,Emerald,Rare,"$1.96","$2.91"
0,0,"Raya - Infiltration Expert",008,100,Emerald,Legendary,"$1.94","$4.67"
1,0,"Lilo - Escape Artist",006,002,Amber,Super Rare,"$1.92","$3.34"
0,0,"Mickey Mouse - Brave Little Tailor",001,115,Ruby,Legendary,"$1.91","$29.26"
0,0,"John Silver - Alien Pirate",001,82,Emerald,Legendary,"$1.84","$11.44"
0,0,"John Silver - Greedy Treasure Seeker",P1,029,Steel,Promo,"$1.84","$1.84"
0,0,"Beast - Relentless",002,70,Emerald,Legendary,"$1.81","$8.10"
1,0,"Alice - Savvy Sailor",006,161,Sapphire,Super Rare,"$1.80","$9.93"
0,0,"Alice - Growing Girl",002,137,Sapphire,Legendary,"$1.79","$7.67"
0,0,"Pete - Space Pirate",007,114,Emerald Steel,Super Rare,"$1.74","$10.33"
0,0,"Chief Bogo - Commanding Officer",008,018,Amber,Legendary,"$1.66","$4.07"
0,0,"Cursed Merfolk - Ursula's Handiwork",003,070,Emerald,Rare,"$1.59","$2.11"
0,0,"Finders Keepers",P2,004,Amethyst,Promo,"$1.57","$1.57"
0,0,"Scar - Vicious Cheater",002,125,Ruby,Legendary,"$1.56","$11.40"
0,0,"Yzma - Alchemist",P1,10,Amethyst,Promo,"$1.55","$1.55"
0,0,"Madam Mim - Fox",002,46,Amethyst,Rare,"$1.54","$10.88"
1,0,"Desperate Plan",008,201,Steel,Rare,"$1.53","$4.83"
0,0,"Ratigan - Nefarious Criminal",007,143,Ruby,Legendary,"$1.51","$3.43"
0,0,"Lilo - Making a Wish",001,9,Amber,Rare,"$1.50","$2.96"
0,0,"Snow White - Well Wisher",002,25,Amber,Legendary,"$1.49","$8.98"
0,0,"Kida - Protector of Atlantis",003,007,Amber,Legendary,"$1.47","$3.17"
2,0,"Wreck-It Ralph - Ham Hands",006,190,Steel,Legendary,"$1.44","$3.37"
0,0,"Monstro - Infamous Whale",008,064,Amethyst,Rare,"$1.42","$8.61"
0,0,"Te Kā - Heartless",001,192,Steel,Legendary,"$1.34","$8.73"
0,0,"Perdita - Devoted Mother",003,015,Amber,Legendary,"$1.34","$2.26"
0,0,"Fishbone Quill",001,168,Sapphire,Rare,"$1.32","$5.39"
0,0,"Beast - Wolfsbane",001,70,Emerald,Legendary,"$1.31","$10.98"
0,0,"Hades - Double Dealer",004,074,Emerald,Legendary,"$1.27","$2.69"
0,0,"Robin Hood - Capable Fighter",P1,17,Steel,Promo,"$1.27","$1.27"
0,0,"Fairy Godmother - Mystic Armorer",002,41,Amethyst,Legendary,"$1.26","$6.90"
0,0,"Tamatoa - So Shiny!",001,159,Sapphire,Super Rare,"$1.25","$6.37"
0,0,"Into the Unknown",008,081,Amethyst Sapphire,Super Rare,"$1.24","$6.29"
0,0,"Let it Go",001,163,Sapphire,Rare,"$1.21","$7.64"
0,0,"Ursula - Power Hungry",001,59,Amethyst,Legendary,"$1.20","$9.85"
0,0,"Piglet - Pooh Pirate Captain",003,016,Amber,Super Rare,"$1.18","$1.91"
0,0,"Donald Duck - Buccaneer",004,179,Steel,Legendary,"$1.18","$2.86"
0,0,"Anna - Diplomatic Queen",005,085,Emerald,Legendary,"$1.17","$6.85"
1,0,"Pete - Games Referee",005,195,Steel,Uncommon,"$1.16","$10.14"
0,0,"Kit Cloudkicker - Tough Guy",P1,026,Emerald,Promo,"$1.15","$1.15"
0,0,"Maleficent - Biding Her Time",001,48,Amethyst,Rare,"$1.14","$2.84"
0,0,"Jafar - Tyrannical Hypnotist",005,172,Steel,Legendary,"$1.14","$4.84"
0,0,"Mickey Mouse - Trumpeter",003,182,Steel,Legendary,"$1.13","$2.02"
0,0,"Morph - Space Goo",003,081,Emerald,Rare,"$1.12","$2.37"
0,0,"Stitch - Rock Star",001,23,Amber,Super Rare,"$1.10","$4.93"
0,0,"Donald Duck - Pie Slinger",005,107,Ruby,Legendary,"$1.09","$2.79"
0,0,"Baloo - Ol' Iron Paws",007,142,Ruby,Legendary,"$1.07","$2.89"
0,0,"Stitch - Team Underdog",P2,006,Steel,Promo,"$1.04","$1.04"
0,0,"Cogsworth - Grandfather Clock",002,142,Sapphire,Super Rare,"$0.99","$5.65"
0,0,"Madam Mim - Purple Dragon",002,47,Amethyst,Legendary,"$0.98","$6.89"
0,0,"Jasmine - Royal Commodore",006,084,Emerald,Legendary,"$0.97","$4.18"
1,0,"Mirabel Madrigal - Family Gatherer",005,014,Amber,Legendary,"$0.96","$2.45"
